'GLCM_pan','Mean_Green','Mean_Red','Mean_NIR','SD_pan',outlier
0.675204273,0.060522772,0.054464729,0.280332949,0.137930058,1
0.676541094,0.060322534,0.06843498,0.269331022,0.156152583,1
0.709349711,0.039071204,0.034059307,0.154403383,0.138856755,1
0.669996707,0.049160957,0.053048273,0.156063352,0.101179071,1
0.722413099,0.048561951,0.048463891,0.190163633,0.148364499,1
0.697328175,0.049374099,0.045429844,0.217962061,0.174169347,1
0.666513461,0.045007332,0.050677351,0.157181467,0.184961904,1
0.689826071,0.051517044,0.050531056,0.209527859,0.149312012,1
0.70039218,0.054364865,0.058336522,0.214981746,0.158727135,1
0.691504046,0.049766399,0.051376409,0.201423535,0.131850947,1
0.701550955,0.048310992,0.044522952,0.231697596,0.153560851,1
0.743990099,0.053759285,0.043939688,0.24891482,0.138072913,1
0.70368933,0.049323885,0.044158108,0.22570019,0.136117478,1
0.718021211,0.053328712,0.043171616,0.317380646,0.232844467,1
0.669274285,0.058357009,0.055704289,0.272785786,0.170276297,1
0.722689814,0.047153003,0.040950028,0.156575644,0.119212232,1
0.704971237,0.041276145,0.038906623,0.159658234,0.121433685,1
0.679777481,0.046263436,0.045377675,0.206742631,0.119326718,1
0.705801258,0.052001536,0.047517113,0.250341637,0.17021709,1
0.772442515,0.047371731,0.049711249,0.183791138,0.097242595,1
0.694117985,0.042215265,0.038551325,0.196509896,0.125657475,1
0.644488104,0.058141268,0.054181418,0.236036469,0.117412403,1
0.756292933,0.055663398,0.048919656,0.221400993,0.116958079,1
0.732761816,0.053929169,0.048634889,0.231455362,0.134395947,1
0.779499883,0.064368915,0.034853469,0.389496494,0.207014604,0
0.782934875,0.054511656,0.02924874,0.348051512,0.188680534,0
0.740528559,0.070281058,0.036919834,0.433383894,0.133162612,0
0.61558158,0.069128053,0.037215602,0.409932708,0.144852584,0
0.606758996,0.066922136,0.035619104,0.425774959,0.151262216,0
0.6817673,0.063223848,0.032374435,0.397088659,0.178080501,0
0.63208793,0.068535352,0.036610929,0.443935642,0.125242946,0
0.681849551,0.058257408,0.030342935,0.337136554,0.260567669,0
0.713175923,0.030210791,0.012190459,0.066972637,0.056710944,0
0.619076508,0.07336622,0.036901844,0.429576515,0.220917288,0
0.709938182,0.065265255,0.03472358,0.399015656,0.102379673,0
0.656989776,0.057229839,0.03517852,0.351339739,0.187873998,0
0.694142005,0.059027362,0.032378458,0.332503349,0.110374211,0
0.703537937,0.045498178,0.027474697,0.231991175,0.174660712,0
0.727621483,0.028174222,0.021645698,0.106232763,0.09010218,0
0.69508383,0.048000527,0.031468641,0.264533922,0.166275347,0
0.752518842,0.065901947,0.031598174,0.367589631,0.258714062,0
0.573435635,0.051734802,0.030065363,0.316183122,0.136117401,0
0.722313682,0.049963908,0.029288163,0.294782129,0.342453431,0
0.586949964,0.055492767,0.026029902,0.283058255,0.289749409,0
0.697102217,0.040300991,0.020581674,0.14802616,0.098678012,0
0.676656645,0.031019551,0.011977803,0.08692975,0.085217472,0
0.721837634,0.049775698,0.025531697,0.270650242,0.236049721,0
0.837737994,0.050117899,0.023588698,0.241919471,0.010859946,0
0.68604601,0.03002387,0.012200287,0.079367568,0.047361637,0
0.768530021,0.033804508,0.01900106,0.136679537,0.038436298,0
0.723434652,0.027413658,0.011725342,0.0604948,0.051905522,0
0.754252921,0.046797474,0.023624679,0.237543666,0.174202373,0
0.743396377,0.043007151,0.023702992,0.235144869,0.130285509,0
0.709354414,0.047335567,0.028946666,0.287348945,0.077865238,0
0.659489616,0.063045668,0.033115664,0.437047845,0.106593121,0
0.787531423,0.03302493,0.017533015,0.142702703,0.064324162,0
0.580221654,0.066171431,0.039650828,0.423541092,0.183167313,0
0.771222885,0.061923854,0.036613992,0.385328185,0.192091401,0
0.699346853,0.051561562,0.028405718,0.245146167,0.148390903,0
0.695539316,0.051745301,0.027857409,0.290522991,0.120088243,0
0.713474845,0.057624946,0.03032443,0.371913955,0.157671133,0
0.675761943,0.055472576,0.032376355,0.369844056,0.2192748,0
0.669318935,0.038183619,0.019486809,0.201397316,0.128323919,0
0.650087281,0.047808038,0.027813951,0.266157119,0.190370157,0
0.606449025,0.043799751,0.024464952,0.269601895,0.213829978,0
0.598200246,0.051593644,0.030497141,0.249567935,0.129446244,0
0.697935867,0.058706158,0.03076815,0.392547911,0.126545201,0
0.737576893,0.034526339,0.018083532,0.211764706,0.104223565,0
0.75421694,0.056134281,0.030351541,0.426462628,0.167037274,0
0.746173233,0.045322427,0.025221944,0.281143433,0.10116549,0
0.511167945,0.059852312,0.031823315,0.390843905,0.055776516,0
0.580287476,0.058566001,0.031672536,0.419035362,0.127304355,0
0.759674231,0.054160155,0.031864437,0.332377275,0.119273626,0
1,0.050117899,0.02974153,0.2574738,0.006389432,0
0.621890325,0.041295514,0.020404337,0.244567016,0.106229314,0
0.536986969,0.05374768,0.030435458,0.358411473,0.113603034,0
0.814663257,0.051657806,0.028662086,0.344953116,0.174900777,0
0.685117132,0.060920723,0.032940371,0.45579756,0.138285265,0
0.608052845,0.051611344,0.028345697,0.360922076,0.161019322,0
0.595851094,0.059357342,0.028824002,0.444070601,0.12605529,0
0.761113031,0.048509246,0.024282626,0.318840123,0.142630381,0
0.713973408,0.048834643,0.024279542,0.255054238,0.103627056,0
0.772454296,0.055315086,0.026035438,0.420481706,0.258594457,0
0.579925517,0.046364375,0.023264864,0.301158301,0.176211271,0
0.729000982,0.035392537,0.015049725,0.172613,0.12035477,0
0.765992405,0.050117899,0.029417697,0.328626586,0.139669349,0
0.734526854,0.057583699,0.031175649,0.415806477,0.080593523,0
0.778485624,0.053743097,0.028086382,0.358632102,0.163943171,0
0.761993335,0.054475136,0.026414879,0.392709221,0.086989103,0
0.767945439,0.055710194,0.028906381,0.443376782,0.068542954,0
0.756487639,0.049655927,0.024236364,0.367148373,0.254636308,0
0.781536962,0.040136001,0.020905508,0.252225987,0.173167829,0
0.712520831,0.04363874,0.022552431,0.300496415,0.153853971,0
0.641646345,0.059908559,0.034039681,0.388316703,0.065490231,0
0.614689653,0.054968607,0.028510963,0.454782129,0.155511773,0
0.665985673,0.055480076,0.028862554,0.31141754,0.144906368,0
0.680658015,0.064928183,0.037989754,0.476344051,0.041496856,0
0.666670231,0.048000527,0.025531697,0.360397132,0.141941228,0
0.744991899,0.04814236,0.02236154,0.241083404,0.103006738,0
0.672694832,0.051097079,0.026292002,0.261171731,0.113757553,0
0.547577886,0.065247487,0.035764829,0.486552675,0.10899742,0
0.618046395,0.044920713,0.021996517,0.252123552,0.17427722,0
0.696613191,0.060197291,0.034010241,0.451376423,0.18522888,0
0.506121057,0.051503816,0.03071303,0.417451738,0.167593234,0
0.649594602,0.063820463,0.036223684,0.435437098,0.122420438,0
0.517647059,0.061234104,0.033465613,0.441478213,0.084085388,0
0.607263427,0.047634799,0.024819264,0.348218423,0.149109416,0
0.872250639,0.045714727,0.023993489,0.253171539,0.110748877,0
0.884433078,0.059934807,0.031360696,0.347821291,0.075124073,0
0.780221654,0.054068977,0.031769749,0.417911574,0.237040297,0
0.724972066,0.047186153,0.029517338,0.306478849,0.168194656,0
0.811065798,0.043724535,0.02534665,0.292790166,0.112153581,0
0.679514132,0.055998616,0.032735336,0.323844794,0.129054538,0
0.660892149,0.059600485,0.037053344,0.450413679,0.148382225,0
0.661179571,0.049645428,0.027886848,0.334884421,0.291457354,0
0.75140085,0.048557182,0.027317156,0.263743832,0.131282148,0
0.690963342,0.060367906,0.032817946,0.333976834,0.078377324,0
0.701214834,0.043549233,0.023143427,0.332763376,0.11972662,0
0.63827346,0.061955935,0.033427061,0.381735088,0.128811872,0
0.741562022,0.055067601,0.030527982,0.391411236,0.172842762,0
0.638037974,0.048476682,0.02444089,0.365727059,0.088845692,0
0.651921195,0.047607181,0.022293365,0.30364757,0.306423379,0
0.610979359,0.049064874,0.026922276,0.392907433,0.069072663,0
0.644056844,0.051011595,0.027582641,0.356867071,0.236010072,0
0.712986731,0.033364451,0.01598837,0.149741825,0.077579087,0
0.717482915,0.048321341,0.021141957,0.360715818,0.181213394,0
0.642152908,0.046617753,0.024249582,0.343093531,0.109957023,0
0.640574006,0.03799113,0.016997738,0.207112034,0.134508904,0
0.710853822,0.044203859,0.021400031,0.288605284,0.183045732,0
0.815984655,0.048385504,0.028446197,0.359404302,0.164719682,0
0.72693483,0.037046187,0.016346608,0.20137893,0.078889234,0
0.601742919,0.04739098,0.020494291,0.354476926,0.223094496,0
0.744477784,0.05037054,0.028122364,0.383377,0.152369349,0
0.657459506,0.044992896,0.021767135,0.312575841,0.252200211,0
0.74527315,0.038101124,0.018222318,0.237191711,0.084295578,0
0.726960353,0.044363871,0.021136817,0.309479159,0.126584133,0
0.710639444,0.038104561,0.018719633,0.234154125,0.084730911,0
0.76922354,0.040012258,0.023264864,0.257804744,0.146989491,0
0.684856566,0.049493612,0.0243764,0.323546161,0.134703222,0
0.611234252,0.054185263,0.026967827,0.362670568,0.148460352,0
0.648754743,0.045813159,0.020095224,0.284560999,0.169706721,0
0.652237778,0.045099202,0.023824213,0.286494509,0.138697769,0
0.712084902,0.050695364,0.022941031,0.367015996,0.068290559,0
0.743799056,0.042326186,0.019556745,0.233501394,0.095921766,0
0.694602113,0.035139341,0.014501438,0.176015953,0.141106637,0
0.772335891,0.045173354,0.022941031,0.268767237,0.164115907,0
0.805033897,0.04073409,0.024398281,0.314396029,0.052079752,0
0.640763853,0.044653367,0.023696642,0.239909297,0.060600807,0
0.692565816,0.044893214,0.025932634,0.269214404,0.153793656,0
0.544813868,0.041584247,0.024884031,0.288030888,0.11690486,0
0.656432433,0.042286028,0.021038511,0.228667954,0.109352611,0
0.765249113,0.037352879,0.016021225,0.214259587,0.102738646,0
0.779189164,0.04050952,0.019162976,0.235925722,0.105073061,0
0.812480818,0.0368362,0.017889232,0.241522339,0.119195024,0
0.617561807,0.039030568,0.015557632,0.196712631,0.1595875,0
0.748299952,0.039962477,0.019122032,0.202617114,0.109310192,0
0.590018021,0.0368362,0.023200098,0.243110866,0.177167098,0
0.748110258,0.04073409,0.015762727,0.269111969,0.10195878,0
0.727998154,0.042363367,0.023831573,0.330647703,0.139462013,0
0.547371413,0.039531038,0.017112032,0.291560949,0.12775758,0
0.798074319,0.040470834,0.019931287,0.305071218,0.095777345,0
0.728279389,0.045995993,0.022483198,0.326697986,0.096481392,0
0.646841416,0.045226429,0.022750541,0.277077318,0.230126392,0
0.803237155,0.038376107,0.022077476,0.220886192,0.083784587,0
0.521227621,0.046133389,0.024042064,0.31677882,0.115365971,0
0.683747255,0.037912385,0.016905956,0.240415183,0.091477675,0
0.621687832,0.043964908,0.023253698,0.337436522,0.110406034,0
0.635473015,0.044842677,0.024849022,0.339502989,0.154025892,0
0.733698697,0.045374435,0.022524674,0.291088173,0.167827344,0
0.763283585,0.043015077,0.018018765,0.244765582,0.080933578,0
0.702859009,0.035061029,0.013274008,0.138701967,0.077652589,0
0.656434316,0.041571414,0.020479898,0.219481522,0.220420593,0
0.654105669,0.03883258,0.020035784,0.252868962,0.225761527,0
0.616794739,0.078434692,0.044019633,0.46889836,0.173855211,0
0.765408762,0.078826168,0.043142059,0.4574738,0.148327664,0
0.640105293,0.080739594,0.046113101,0.443371943,0.119643854,0
0.597371902,0.074530738,0.04648036,0.488255321,0.137877138,0
0.62857786,0.077679831,0.045285527,0.447876448,0.09793041,0
0.632985451,0.078991158,0.048131851,0.481150753,0.068930316,0
0.754570485,0.080427779,0.047157442,0.476162673,0.121045506,0
0.772335891,0.077836228,0.042209111,0.403585218,0.140485801,0
0.694378356,0.074041457,0.041558874,0.463609382,0.125787403,0
0.726428252,0.064133135,0.034371471,0.361559905,0.198712204,0
0.644351236,0.077651439,0.045272574,0.44988417,0.20148602,0
0.597271952,0.057336214,0.034599029,0.347159404,0.116416124,0
0.736765458,0.044764316,0.020984538,0.21733315,0.113441165,0
0.677806195,0.053775179,0.038916806,0.245228902,0.109969204,0
0.73771297,0.049319947,0.028581618,0.199570777,0.1756629,0
0.691388336,0.056707796,0.033837068,0.346536452,0.247883139,0
0.643115808,0.047057334,0.020350365,0.229873138,0.117264359,0
0.807757886,0.045931277,0.028203322,0.261114175,0.11750018,0
0.686544176,0.057273938,0.032363944,0.294961228,0.143517003,0
0.732407876,0.053177236,0.027722739,0.326992994,0.184245445,0
0.610397112,0.044150759,0.02779853,0.263651407,0.180860781,0
0.613537937,0.07448693,0.041075695,0.405802537,0.165455453,0
0.817050298,0.073793972,0.040751861,0.396469939,0.175709384,0
0.644330776,0.047808038,0.029093863,0.285603971,0.140567507,0
0.670133306,0.06966922,0.039710969,0.350279726,0.110792361,0
0.767490765,0.052840235,0.030805554,0.2633835,0.098393699,0
0.74856764,0.056830932,0.031441655,0.250275786,0.153477349,0
0.61521114,0.038568596,0.018645979,0.191232909,0.169420024,0
0.611764706,0.05325931,0.027733764,0.364421401,0.198324351,0
0.596760443,0.048962969,0.020350365,0.142636514,0.105413529,0
0.696422969,0.062455273,0.032496018,0.385969307,0.165448759,0
0.748031866,0.055225479,0.02933953,0.340266657,0.18969991,0
0.724927389,0.046030791,0.02221162,0.200053551,0.094900643,0
0.592234364,0.056102538,0.026591515,0.332658076,0.087329752,0
0.53133083,0.064201633,0.034347159,0.388858246,0.047268152,0
0.670044899,0.052412563,0.025531697,0.221679682,0.110956641,0
0.778597816,0.060039801,0.027474697,0.299082385,0.073976708,0
0.726717639,0.05954983,0.030065363,0.33149476,0.078664365,0
0.582647097,0.063234608,0.034043886,0.389189189,0.171731113,0
0.603796389,0.046364375,0.023264864,0.246552675,0.10219297,0
0.651250845,0.061129563,0.032142363,0.319702532,0.160193576,0
0.785310747,0.05698561,0.027775399,0.370112678,0.201885547,0
0.85160557,0.063977063,0.033951363,0.422614451,0.158642308,0
0.742520034,0.060117165,0.031019819,0.278358057,0.086010338,0
0.618762877,0.061357343,0.030349705,0.416770479,0.159225583,0
0.677163805,0.060787881,0.029918166,0.271027428,0.117618976,0
0.594675435,0.066671901,0.037981288,0.447839677,0.103405546,0
0.760750213,0.057336214,0.02974153,0.422283508,0.075603481,0
0.695265194,0.041808817,0.019978556,0.153876325,0.117081968,0
0.597426217,0.061419718,0.033272855,0.370041762,0.115234132,0
0.770423416,0.059357342,0.033044629,0.368781026,0.239079768,0
0.805036919,0.04133435,0.020827593,0.143089384,0.074292551,0
0.63619736,0.063244127,0.034158948,0.391268191,0.132080986,0
0.625662393,0.044434426,0.02399775,0.166743113,0.097046309,0
0.765289726,0.067266865,0.035364453,0.417379532,0.212540044,0
0.541638339,0.067788334,0.02993583,0.390182019,0.150477571,0
0.710546212,0.043488599,0.024365898,0.185976834,0.08337619,0
0.690366581,0.043794655,0.023815381,0.222129068,0.110673283,0
0.704855282,0.061690613,0.033189917,0.33455673,0.107349466,0
0.660301222,0.065632464,0.03477174,0.343651407,0.139415431,0
0.526943958,0.076195011,0.039303134,0.448323512,0.131042811,0
0.636356108,0.072787532,0.039169704,0.40949019,0.150983639,0
0.635251492,0.062894316,0.035894362,0.366833977,0.173172988,0
0.720853529,0.048890786,0.026066022,0.197688913,0.147414253,0
0.656228712,0.075008347,0.043028219,0.488131469,0.174168379,0
0.653650782,0.064865471,0.034848132,0.376333319,0.234391614,0
0.616993464,0.056598342,0.029561623,0.308291966,0.161606966,0
0.752533044,0.068993792,0.036218195,0.442305571,0.220850274,0
0.762906129,0.070072529,0.037909325,0.447324876,0.289384426,0
0.737277812,0.052142983,0.029337847,0.217012596,0.111809299,0
0.804523229,0.049330447,0.029682651,0.306633907,0.127343313,0
0.72310814,0.058873883,0.03310789,0.394491977,0.154673631,0
0.762435642,0.057985862,0.034275196,0.366354109,0.214437508,0
0.679492343,0.042853995,0.018645979,0.140999216,0.078535539,0
0.603455586,0.052114966,0.027582641,0.244649752,0.092098924,0
0.733814418,0.050015994,0.026846079,0.316459557,0.122857916,0
0.853537937,0.06966922,0.04024298,0.490883303,0.124960338,0
0.533718058,0.060627765,0.03032443,0.385416437,0.124382405,0
0.766714029,0.062148424,0.030497141,0.35583747,0.181318706,0
0.721606517,0.066864389,0.03632614,0.350689465,0.114059269,0
0.801591361,0.077451251,0.040557561,0.453017099,0.20367762,0
0.74663977,0.061731366,0.036182214,0.373781945,0.140664284,0
0.770449542,0.041931481,0.020121777,0.127646734,0.085688615,0
0.782568578,0.06058021,0.028884324,0.272872392,0.095656327,0
0.634231499,0.051346863,0.027673979,0.241011498,0.110740584,0
0.865766318,0.05259275,0.028446197,0.232700339,0.053428594,0
0.696504689,0.04959818,0.024560197,0.22107005,0.250632755,0
0.736061381,0.060165793,0.032008363,0.349012686,0.091963441,0
0.562958227,0.056614382,0.030874946,0.317539989,0.18090212,0
0.651143215,0.063729578,0.036356981,0.417886691,0.182769581,0
0.757362193,0.060793602,0.032008363,0.327489499,0.217710552,0
0.627397698,0.05576623,0.026442478,0.331729178,0.203078178,0
0.750488729,0.049835881,0.023016341,0.22866635,0.121826501,0
0.736134454,0.051355325,0.024945713,0.260735955,0.081099635,0
0.620211161,0.050873046,0.029218415,0.30683525,0.141224164,0
0.546905371,0.05623903,0.032267429,0.342393822,0.074282473,0
0.636122746,0.05909082,0.02583062,0.312970427,0.130820733,0
0.69198636,0.066720023,0.032817946,0.364202979,0.125887624,0
0.583490863,0.078112407,0.041132013,0.467133505,0.091852754,0
0.684688851,0.079750981,0.044120864,0.481998432,0.137715544,0
0.766798419,0.073006519,0.035599968,0.439041268,0.239986238,0
0.611636829,0.068885518,0.033951363,0.434197463,0.109000668,0
0.781346974,0.051965788,0.023847764,0.216370656,0.097674754,0
0.701573684,0.048734389,0.028554141,0.243670712,0.131862419,0
0.639763328,0.072563059,0.040121239,0.4712631,0.07051848,0
0.672979066,0.052563634,0.027055619,0.256987119,0.249325287,0
0.846035806,0.059357342,0.03071303,0.310093767,0.067080586,0
0.619765231,0.057136322,0.025531697,0.256837371,0.172599364,0
0.620991926,0.058338286,0.034141853,0.376321339,0.10796486,0
0.688118653,0.06601744,0.039067928,0.429277441,0.099104649,0
0.757746418,0.053328606,0.025505791,0.291190292,0.189945686,0
0.750962728,0.043621416,0.022594067,0.224852258,0.097501347,0
0.627582137,0.063066445,0.032905132,0.412431584,0.173377876,0
0.812753623,0.059703821,0.03187883,0.381709873,0.115717538,0
0.724577504,0.049540434,0.02279157,0.24174127,0.065480037,0
0.657550441,0.057932928,0.034642207,0.249597353,0.078939876,0
0.759606041,0.04583348,0.021353203,0.236901945,0.110441499,0
0.627800385,0.056345465,0.031309899,0.381071348,0.212345528,0
0.705411508,0.058125416,0.036282962,0.330215113,0.108066856,0
0.665323956,0.051886386,0.029943926,0.364864865,0.119822484,0
0.625186659,0.064751712,0.034630623,0.395057377,0.174370749,0
0.767204969,0.053871423,0.027209742,0.316381688,0.193451046,0
0.756567063,0.05358269,0.031360696,0.377606178,0.269658261,0
0.734757535,0.062516416,0.032198853,0.375931994,0.190227194,0
0.644160273,0.045151699,0.022811498,0.266409266,0.099363374,0
0.873316283,0.069559227,0.036542029,0.453281853,0.119231362,0
0.485543783,0.058449897,0.03413641,0.351130723,0.057555577,0
0.724053099,0.056387521,0.031592006,0.327633756,0.203896675,0
0.716800958,0.060714385,0.033821829,0.354274683,0.264648244,0
0.614208296,0.057786637,0.034003176,0.373634859,0.186510841,0
0.660388567,0.05702342,0.032817946,0.351544402,0.150527866,0
0.706410912,0.05127283,0.027830914,0.320055157,0.159186647,0
0.611059865,0.064785515,0.032526496,0.361103144,0.118751034,0
0.704556218,0.065837785,0.034599029,0.308475823,0.050858445,0
0.743809795,0.058523226,0.031432659,0.414524729,0.10856233,0
0.72127303,0.074876719,0.039051737,0.475482626,0.131445734,0
0.739406231,0.04806469,0.026053429,0.284206656,0.080899327,0
0.670616293,0.049540434,0.026179364,0.284942085,0.166571896,0
0.617019666,0.068596785,0.032519679,0.423555027,0.109620952,0
0.765817562,0.058989864,0.03165509,0.350438751,0.21548403,0
0.646191482,0.055534124,0.031539363,0.367495293,0.179307665,0
0.723225747,0.052854582,0.028319479,0.328885585,0.131650314,0
0.854352563,0.076681297,0.043342528,0.48005148,0.059099849,0
0.692203201,0.058339903,0.033303696,0.381955717,0.205779209,0
0.542654163,0.073922297,0.043522435,0.464533922,0.042855734,0
0.852739378,0.056758749,0.030648263,0.352851627,0.08201403,0
0.718670077,0.059068609,0.029579613,0.375124104,0.197150626,0
0.757343254,0.048962969,0.023294304,0.238610039,0.173894068,0
0.638522862,0.04460977,0.02084857,0.234791463,0.298702693,0
0.57655584,0.064650773,0.035138751,0.466298952,0.136049735,0
0.730306175,0.068833021,0.03698362,0.469758813,0.185112267,0
0.728098892,0.054131282,0.025725997,0.313039162,0.200443677,0
0.597206982,0.053062972,0.028446197,0.31516823,0.163072306,0
0.76878818,0.045093952,0.022746731,0.272366244,0.082581402,0
0.71463484,0.059886685,0.031414669,0.372476558,0.106671416,0
0.675604946,0.058374091,0.031903336,0.373491749,0.159450007,0
0.758158568,0.053351704,0.02954723,0.279249862,0.074666195,0
0.713063026,0.06925255,0.039934045,0.463258762,0.15283517,0
0.576408587,0.072534048,0.039898119,0.447104247,0.22913778,0
0.747988721,0.051207456,0.026044943,0.314876833,0.154182765,0
0.610889368,0.047699764,0.026098406,0.287300055,0.188937394,0
0.75814785,0.054317646,0.026414879,0.306543649,0.15688314,0
0.772378517,0.056036917,0.032720796,0.417517926,0.234120818,0
0.597905337,0.067887328,0.038892133,0.485285636,0.124962471,0
0.619560175,0.067648092,0.03433071,0.421593255,0.193480722,0
0.603243146,0.068308052,0.032871918,0.455267512,0.106687362,0
0.688745831,0.07032918,0.036350914,0.458193557,0.128323525,0
0.772359721,0.048385504,0.022941031,0.252178709,0.17762844,0
0.753723907,0.040185498,0.021516165,0.175068947,0.101514921,0
0.771384919,0.054665437,0.029579613,0.354398787,0.100822748,0
0.680179028,0.061041616,0.033357668,0.44881412,0.189172127,0
0.783572919,0.071265072,0.035671029,0.433889343,0.276420304,0
0.55488491,0.063399598,0.035246696,0.404081633,0.246516183,0
0.665889789,0.058179313,0.032137896,0.351316051,0.122547643,0
0.605760035,0.070278966,0.037640246,0.457492986,0.135412154,0
0.786558681,0.040685968,0.024776086,0.222559294,0.106643506,0
0.802734669,0.070817805,0.035171965,0.475183504,0.154520206,0
0.738467821,0.04379328,0.026395253,0.246552675,0.113368921,0
0.665919423,0.074592442,0.041035715,0.506281792,0.150392144,0
0.685763001,0.066654402,0.034952302,0.406548664,0.09668093,0
0.778630293,0.068297359,0.036062276,0.407758779,0.183477147,0
0.772234056,0.057782437,0.030801348,0.321466179,0.05089717,0
0.747985223,0.064939505,0.036110251,0.422173194,0.188329228,0
0.622897074,0.068163686,0.035327654,0.437424159,0.221197684,0
0.755432002,0.058478591,0.030178001,0.383735821,0.178096914,0
0.631441763,0.068211808,0.037138898,0.424820739,0.174211383,0
0.676018755,0.062244668,0.032461729,0.336337562,0.164988142,0
0.59451139,0.066179986,0.036829881,0.414965986,0.139953037,0
0.642824849,0.068226615,0.03931537,0.520743349,0.139692543,0
0.661835749,0.062533401,0.03341164,0.454605626,0.206404923,0
0.678442965,0.061138366,0.03201518,0.382970941,0.163465336,0
0.720319873,0.060191458,0.033951363,0.44842802,0.154097198,0
0.671058514,0.073262704,0.039339948,0.42751241,0.130036859,0
0.776015914,0.06984796,0.040535973,0.550027579,0.08009476,0
0.732747692,0.055967873,0.029389537,0.359447469,0.198443944,0
0.681797128,0.050117899,0.030389196,0.272366244,0.083426602,0
0.486069906,0.065131994,0.03187883,0.432013238,0.065459725,0
0.698510646,0.072639041,0.039942278,0.490457805,0.094928638,0
0.725954301,0.057212471,0.033673791,0.298274368,0.132771266,0
0.695560475,0.072292562,0.03865774,0.462415885,0.164145273,0
0.832888131,0.065837785,0.039132695,0.458282773,0.141834663,0
0.671468756,0.067375224,0.039356887,0.465407951,0.151679303,0
0.794491442,0.072994404,0.042321207,0.483151598,0.188235443,0
0.62478947,0.064714936,0.036757918,0.43463872,0.162488724,0
0.837468031,0.052860859,0.026179364,0.274848318,0.100896271,0
0.774278407,0.066286924,0.032285934,0.392262233,0.250330384,0
0.812389883,0.064554529,0.035894362,0.439823497,0.192309053,0
0.757355654,0.069256745,0.037374743,0.431124419,0.22287815,0
0.780274116,0.057225163,0.036492208,0.298230727,0.174118226,0
0.821337231,0.061172233,0.032841077,0.376566071,0.177478025,0
0.630325173,0.054160155,0.026179364,0.250523993,0.241194047,0
0.650895141,0.064650773,0.037243667,0.379757308,0.21866633,0
