'att3','att4','att5','att6','att7','att8','att9','att10','att11','att12','att13','att14','att15','att16','att17','att18','att19','att20','att21','att22','att23','att24','att25','att26','att27','att28','att29','att30','att31','att32',outlier
0.349831991,0.192946058,0.334866958,0.226520225,0.407691613,0.212006027,0.162220058,0.249921589,0.490196078,0.132346241,0.134180432,0.094678218,0.138951191,0.11454702,0.336491001,0.118562046,0.060277778,0.249100208,0.197627164,0.048546909,0.284920635,0.24327957,0.27553245,0.172526896,0.562697983,0.258499767,0.190894569,0.449250087,0.521819527,0.186101296,0
0.325297349,0.248962656,0.320834292,0.201714439,0.495350727,0.368536402,0.111197663,0.162571877,0.538918598,0.370387244,0.062431173,0.085639144,0.066858913,0.05378064,0.118861245,0.160617583,0.042878788,0.122939951,0.139461875,0.052865415,0.260714286,0.284610215,0.255352451,0.146057465,0.463802828,0.431338423,0.150958466,0.254028601,0.598372781,0.285041225,0
0.134567177,0.113278008,0.126907446,0.069863381,0.44930938,0.155948223,0.071957157,0.108520648,0.448603684,0.391799544,0.140448962,0.136271216,0.123037488,0.060821064,0.393528444,0.115873565,0.050126263,0.269179769,0.206679378,0.071625002,0.091269841,0.122311828,0.082285203,0.042541328,0.473074249,0.150798711,0.070822684,0.217195675,0.326923077,0.241139308,0
0.32263054,0.361410788,0.297676559,0.203750335,0.335831001,0.062598452,0.062366115,0.152796654,0.241830065,0.154441913,0.061329945,0.437986209,0.044109794,0.050294604,0.131575011,0.025415755,0.033914141,0.220496306,0.330713969,0.030478283,0.213095238,0.362567204,0.190340433,0.118308843,0.199644596,0.032568799,0.038602236,0.174851761,0.155695266,0.069386444,0
0.064803456,0.295850622,0.060731539,0.031288508,0.301254852,0.137148141,0.03865628,0.030930476,0.421271539,0.30022779,0.037950021,0.131829031,0.035992737,0.009590015,0.361719101,0.136421247,0.04010101,0.112085622,0.312031741,0.058289457,0.041031746,0.334005376,0.038291688,0.01869588,0.452213552,0.186813944,0.054952077,0.089431461,0.569156805,0.202162972,0
0.270361086,0.204149378,0.262633234,0.163836057,0.45562878,0.24498322,0.160467381,0.143700993,0.365418895,0.195444191,0.12884371,0.081594767,0.116522482,0.089324529,0.188213591,0.115393479,0.058636364,0.107217276,0.091311801,0.052761771,0.231349206,0.291666667,0.220638381,0.130346366,0.604419377,0.324498975,0.243610224,0.228392047,0.436760355,0.297676411,0
0.347165182,0.522406639,0.33064949,0.223680686,0.314976979,0.197246764,0.115652386,0.176894929,0.445038622,0.121412301,0.103600169,0.219413013,0.104453701,0.091580199,0.136710375,0.111072704,0.05290404,0.224284902,0.132335664,0.036662383,0.286507937,0.665322581,0.271619431,0.168459722,0.347910067,0.247815823,0.182268371,0.447157307,0.482618343,0.149480672,0
0.254893594,0.493360996,0.237175063,0.152370747,0.304595107,0.103691528,0.04033593,0.058285416,0.258467023,0.160136674,0.249639983,0.187809406,0.200576738,0.148108655,0.206611158,0.072070515,0.029494949,0.141030498,0.279674891,0.030201899,0.200396825,0.460349462,0.182067192,0.108665705,0.28841845,0.101428547,0.044113419,0.129577956,0.320636095,0.111575115,0
0.355165609,0.275103734,0.332949927,0.229466917,0.218651259,0.141120471,0.045204479,0.090067956,0.17409388,0.174943052,0.064125371,0.12446959,0.073907935,0.052960396,0.137807249,0.091389177,0.027247475,0.150710362,0.07147397,0.057218468,0.267460317,0.375336022,0.255296551,0.15465101,0.291508924,0.225586325,0.083865815,0.299476805,0.288461538,0.268122925,0
0.264494106,0.353941909,0.244766506,0.15756764,0.270650898,0.096329019,0.048003895,0.070517512,0.480095068,0.21070615,0.098094028,0.060267857,0.081490975,0.072919657,0.274068904,0.058839344,0.033106061,0.151543853,0.200708769,0.060120504,0.20515873,0.312836022,0.185924311,0.112175282,0.334002936,0.106443108,0.07350639,0.219602372,0.450813609,0.202055895,0
0.242092912,0.375103734,0.226593053,0.142244843,0.38467094,0.121053353,0.073904576,0.119079979,0.510992276,0.164464692,0.18077086,0.132359441,0.152301613,0.113931838,0.329810041,0.062123132,0.034065657,0.164235651,0.436066332,0.051518041,0.19484127,0.351142473,0.17552686,0.105287326,0.415127868,0.103237925,0.072492013,0.220299965,0.643491124,0.162222936,0
0.323697264,0.398340249,0.297676559,0.205571926,0.252505191,0.063386069,0.001684518,0.021782541,0.450980392,0.071981777,0.247776366,0.188693423,0.196304603,0.178799437,0.288078975,0.060884511,0.001747475,0.078935404,0.238073227,0.072385059,0.25,0.34375,0.222650791,0.143958279,0.238970872,0.059657769,0.001473642,0.038751308,0.32285503,0.082235785,0
0.087311323,0.086307054,0.080898704,0.043396732,0.40525413,0.114170262,0.050170399,0.040768427,0.370172311,0.456036446,0.037611182,0.048488331,0.030866175,0.010389752,0.418656828,0.079675078,0.050025253,0.1087706,0.218813197,0.065406354,0.062579365,0.113575269,0.05304936,0.029421412,0.789075176,0.166479985,0.093290735,0.15413324,0.611686391,0.375307849,0
0.170089071,0.214522822,0.159190246,0.090222341,0.548614246,0.209677419,0.026387537,0.067433351,1,0.404328018,0.342481999,0.238861386,0.272882623,0.19014614,0.289225707,0.083899835,0.019356061,0.155199848,0.621925618,0.174750909,0.122619048,0.182459677,0.108726033,0.060154815,0.435215947,0.12298599,0.017316294,0.089954656,0.736316568,0.267587536,0
0.0862446,0.467634855,0.083352504,0.041950174,0.64701634,0.240565715,0.073028238,0.048400418,0.456327986,0.35808656,0.208979246,0.377210042,0.185410659,0.079208191,0.509398215,0.281983331,0.075757576,0.175393067,0.462837773,0.074388845,0.064880952,0.504704301,0.065123819,0.029093414,0.716449046,0.245575641,0.071892971,0.09689571,0.519970414,0.23460756,0
0.116912902,0.17219917,0.118165785,0.062898473,0.221901237,0.233305938,0.145764362,0.113957135,0.76114082,0.40501139,0.252689538,0.420968883,0.197693047,0.114273606,0.350251782,0.356492683,0.108888889,0.295510513,0.62365902,0.170225115,0.082539683,0.242271505,0.084856616,0.040966938,0.210074944,0.242129207,0.11158147,0.177432857,0.634615385,0.317914124,0
0.132487066,0.468879668,0.125143777,0.067452451,0.46736481,0.199815081,0.052872444,0.078619969,0.390374332,0.390432802,0.104701398,0.364833805,0.096443448,0.050568019,0.439098569,0.146887122,0.043282828,0.176794848,0.255214653,0.115466468,0.098412698,0.656586022,0.092906255,0.047723695,0.646140771,0.239716703,0.075175719,0.227310778,0.485207101,0.39511725,0
0.230892314,0.387136929,0.214784142,0.134261988,0.259637086,0.094616807,0.090287244,0.116570831,0.270944742,0.109794989,0.136552308,0.128779173,0.114706825,0.077567704,0.377374483,0.066866382,0.05209596,0.16982383,0.236725025,0.043226511,0.174603175,0.397177419,0.154228856,0.092331409,0.446805223,0.110613293,0.115335463,0.242797349,0.308431953,0.119927187,0
0.109232492,0.316182573,0.115021854,0.057326547,0.487225783,0.41750565,0.761927945,0.22869838,0.624480095,0.651708428,0.182888607,0.184273338,0.120474207,0.07428673,0.390686543,0.804701002,0.767171717,0.62928585,0.624622022,0.29933115,0.094444444,0.35719086,0.084353513,0.045755707,0.595147956,0.705157588,1,0.61039414,0.984467456,0.6669879,0
0.309296496,0.281327801,0.288168085,0.192338602,0.412386025,0.112868982,0.088924051,0.149712493,0.314913844,0.106605923,0.106141465,0.113375177,0.07625761,0.07879807,0.311562048,0.032261781,0.040025253,0.164084107,0.250399646,0.034934981,0.219444444,0.260080645,0.197104366,0.121260824,0.451440933,0.074649756,0.08298722,0.20516219,0.30214497,0.095192205,0
0.101712091,0.204564315,0.115021854,0.053844093,0.408052722,0.457913842,0.209493671,0.150130685,0.500297089,0.864464692,0.351291825,0.108734088,0.257502937,0.127397504,0.772647953,0.877866114,0.143207071,0.334533056,0.305675931,0.726724984,0.071547619,0.122647849,0.067918833,0.032537392,0.382677895,0.372749048,0.114536741,0.166934077,0.25443787,0.569547061,0
0.284228492,0.282572614,0.271451576,0.175408519,0.352893383,0.167488528,0.082083739,0.118766336,0.392156863,0.166059226,0.117746717,0.146923621,0.104987718,0.08802581,0.15660368,0.153032223,0.046111111,0.150880849,0.083222588,0.048685102,0.245238095,0.376008065,0.219688076,0.139694306,0.358726725,0.270562286,0.136022364,0.3020579,0.389053254,0.223578542,0
0.349298629,0.051037344,0.338317614,0.222716314,0.690349373,0.292171769,0.167405063,0.342707789,0.797979798,0.33166287,0.252943668,0.144492574,0.202392396,0.176680474,0.582689335,0.250969774,0.029343434,0.156071226,0.31164654,0.182040546,0.244047619,0.015793011,0.228911622,0.137857518,0.571196786,0.190605021,0.068202875,0.25835368,0.423076923,0.178820002,0
0.31356339,0.343983402,0.30212407,0.194374498,0.421684572,0.260530101,0.094668939,0.121014114,0.390968509,0.184965831,0.130453198,0.162393918,0.109046246,0.092605504,0.1784913,0.137861505,0.05229798,0.154934647,0.152943896,0.067479237,0.250396825,0.430107527,0.231818436,0.143302283,0.446032604,0.321914149,0.138258786,0.276456226,0.448594675,0.256665596,0
0.238359379,0.467219917,0.230197071,0.138226627,0.519725557,0.254229162,0.111757546,0.116727653,0.464646465,0.414578588,0.18094028,0.400857496,0.140980455,0.121792506,0.431619883,0.142182279,0.06530303,0.14218602,0.166040716,0.106449429,0.205555556,0.676747312,0.190731735,0.111486486,0.653094337,0.241784563,0.140175719,0.213707708,0.442307692,0.356569226,0
0.339164755,0.255186722,0.327428878,0.201714439,0.498059041,0.459283611,0.284566699,0.365237846,0.524064171,0.391116173,0.147818721,0.144934583,0.083093026,0.042092168,0.253328015,0.321638438,0.100505051,0.261981436,0.22728761,0.128111051,0.301587302,0.375336022,0.258538767,0.140940698,0.63686935,0.778566628,0.388019169,0.595744681,0.725221893,0.496734126,0
0.267694277,0.246473029,0.254274979,0.160621484,0.402636093,0.178994589,0.101046738,0.097386304,0.605466429,0.178359909,0.097924608,0.197754597,0.073053508,0.063965331,0.212195244,0.152360103,0.050681818,0.133112332,0.196086362,0.059153158,0.227777778,0.432795699,0.208899324,0.125524797,0.514023024,0.298133756,0.181070288,0.266201604,0.670488166,0.257308063,0
0.286895301,0.501659751,0.275975769,0.17283686,0.316782522,0.257071433,0.146421616,0.195765813,0.516934046,0.277676538,0.157814485,0.252342645,0.15443768,0.096706722,0.269182829,0.21774782,0.068257576,0.244932752,0.193389958,0.123274325,0.234126984,0.620967742,0.229470624,0.127755182,0.457621881,0.377401734,0.194408946,0.420299965,0.519970414,0.400471143,0
0.408501787,0.229460581,0.398589065,0.272381463,0.546808703,0.39216492,0.242599805,0.369262938,0.62745098,0.264464692,0.338839475,0.0833186,0.326497917,0.245785998,0.189210749,0.402004839,0.112020202,0.307444592,0.283719497,0.136333485,0.333730159,0.209005376,0.329755716,0.202833902,0.436761184,0.485275112,0.20798722,0.487268922,0.586168639,0.3160938,0
0.407435063,0.593775934,0.389387317,0.278167694,0.335018507,0.228340525,0.075511198,0.154573968,0.371360665,0.155125285,0.220753918,0.165929986,0.162554737,0.184267728,0.15730169,0.152936206,0.028308081,0.1630233,0.217850195,0.069033899,0.324603175,0.574260753,0.293420538,0.202866702,0.311597002,0.257293516,0.073394569,0.242274154,0.353550296,0.184709284,0
0.335431223,0.209543568,0.314009662,0.218698098,0.1888598,0.106739264,0.079381694,0.138421328,0.193701723,0.030296128,0.249216434,0.175212164,0.207625761,0.201971319,0.138006681,0.078042785,0.034292929,0.204963061,0.022168294,0.018662853,0.33452381,0.347110215,0.302364582,0.211689845,0.227381596,0.166307663,0.107827476,0.349145448,0.170488166,0.073348324,0
0.345031735,0.356431535,0.328272372,0.220519689,0.447503837,0.213238819,0.096738072,0.145321485,0.343434343,0.119589977,0.155442609,0.223833098,0.143330129,0.125893724,0.207957322,0.12153858,0.047272727,0.177419966,0.179137536,0.031860205,0.28452381,0.467741935,0.263737492,0.168656521,0.484663525,0.25470869,0.110303514,0.275933031,0.411242604,0.115858229,0
0.277294789,0.337344398,0.260716203,0.164800429,0.468267581,0.175296213,0.060613437,0.153737585,0.499108734,0.330296128,0.215671326,0.254331683,0.176545979,0.12056214,0.185471406,0.091581211,0.028560606,0.287743891,0.243851236,0.08682614,0.194444444,0.29905914,0.177371569,0.101679349,0.330912462,0.114232048,0.039776358,0.20516219,0.244452663,0.198629404,0
0.149661315,0.424481328,0.140480025,0.08090008,0.44930938,0.115163345,0.016623661,0.041489807,0.172311349,0.388382688,0.189326557,0.371905941,0.146854641,0.090554895,0.469511891,0.118850098,0.01340404,0.099450654,0.163151711,0.164870168,0.118650794,0.479502688,0.102856504,0.05933482,0.466893301,0.116213748,0.016365815,0.083048483,0.136094675,0.371238891,0
0.246359806,0.129875519,0.234261176,0.144173587,0.335831001,0.191322512,0.102142162,0.175117616,0.332739156,0.318223235,0.101651842,0.039537659,0.076684823,0.061162832,0.221369098,0.10607981,0.042752525,0.130403486,0.134261667,0.057218468,0.203571429,0.172715054,0.181955392,0.107353713,0.555744418,0.271940859,0.153514377,0.294698291,0.446005917,0.34639683,0
0,0.154356846,0,0,0.58111402,0.192795014,0,0,0.516934046,0.59977221,0.095383312,0.25366867,0.085015486,0.020717987,0.42264546,0.082459577,0,0,0.328402766,0.110733386,0,0.252688172,0,0,0.673955034,0.160104082,0,0,0.505177515,0.413427562,0
0.277294789,0.448547718,0.256345372,0.168872221,0.248262165,0.071912883,0.058008763,0.09252483,0.403446227,0.112072893,0.068530284,0.267591938,0.045498238,0.053848993,0.167871566,0.036928218,0.026994949,0.128755446,0.094971206,0.022014013,0.21468254,0.699596774,0.191011236,0.118932039,0.317777949,0.105684893,0.091453674,0.259190792,0.417159763,0.145304636,0
0.154408235,0.402074689,0.154589372,0.082935976,0.432156721,0.265700979,0.149805258,0.158337689,0.525846702,0.258997722,0.05828039,0.190461457,0.082345402,0.033958086,0.366206312,0.18923071,0.076489899,0.210645956,0.126172454,0.092422923,0.112301587,0.497647849,0.121918497,0.057727631,0.654639574,0.349657941,0.211182109,0.340041856,0.390532544,0.317914124,0
0.187156648,0.397510373,0.18112108,0.103187785,0.426649815,0.227381686,0.072906524,0.062780972,0.687462864,0.295216401,0.20626853,0.259414781,0.165011214,0.111607814,0.293264197,0.191439106,0.072727273,0.163174844,0.338225381,0.088311706,0.143253968,0.37936828,0.133098552,0.071372343,0.391949316,0.209043442,0.06379393,0.111719567,0.465976331,0.217475104,0
0.248493253,0.357676349,0.240625719,0.144120011,0.555836418,0.2818985,0.172103213,0.182174595,0.440285205,0.304100228,0.164760695,0.286598303,0.149311118,0.094451052,0.340379917,0.200176672,0.074368687,0.264822883,0.117698041,0.101750895,0.206746032,0.579301075,0.196209961,0.110371294,0.754307348,0.411349107,0.229472843,0.424834322,0.458579882,0.382910376,0
0.286895301,0.366390041,0.270071314,0.173158318,0.290150763,0.167009109,0.064337877,0.100418191,0.322043969,0.200683371,0.007115629,0.118060467,0.009761828,0.016575756,0.086952186,0.07890694,0.029469697,0.105285092,0.057221548,0.015933557,0.212698413,0.519825269,0.196489463,0.117718447,0.364907672,0.291240888,0.15471246,0.294454133,0.524038462,0.178177535,0
0.2324924,0.479253112,0.219998466,0.135547817,0.315608919,0.158790494,0.124951315,0.099268165,0.253713607,0.306150342,0.104108429,0.138326556,0.089714835,0.065674172,0.368948497,0.127875715,0.061691919,0.121898087,0.118275842,0.054661913,0.201587302,0.575604839,0.18771312,0.109190501,0.76280615,0.331391842,0.249201278,0.288733868,0.467085799,0.354534747,0
0.149127953,0.302074689,0.143470593,0.078596303,0.461045409,0.22142319,0.105501461,0.092943021,0.311348782,0.428246014,0.246929267,0.235104314,0.212538716,0.10983062,0.605125393,0.259899374,0.068737374,0.193786702,0.44820015,0.129320233,0.123809524,0.317540323,0.118899883,0.059630018,0.58355868,0.257121194,0.103833866,0.186048134,0.357618343,0.315558411,0
0.301296069,0.458506224,0.294149222,0.180498259,0.421594294,0.347647421,0.259250243,0.314741244,0.401069519,0.429384966,0.195595087,0.318864922,0.208693795,0.093494101,0.558258962,0.366478473,0.128813131,0.434741428,0.229213613,0.17260893,0.214285714,0.451948925,0.215719157,0.112240882,0.444487368,0.340697214,0.176996805,0.3854203,0.24408284,0.317485812,0
0.388234039,0.412448133,0.4143854,0.260594696,0.232373386,0.698308335,0.731012658,0.407631992,0.38265003,0.588610478,0.2128759,0.249690594,0.282174517,0.153440238,0.178740589,0.693321043,0.362373737,0.434173139,0.310490938,0.417520003,0.292460317,0.393481183,0.31633965,0.1718053,0.141543692,0.675518257,0.541773163,0.524938961,0.307692308,0.567405504,0
0.188223372,0.434854772,0.190552872,0.102169837,0.537780988,0.379836997,0.157643622,0.160376372,0.51218063,0.591571754,0.188140618,0.331462164,0.137135533,0.089597944,0.50690532,0.338153397,0.115934343,0.292479636,0.256755455,0.203736716,0.128174603,0.360551075,0.124154508,0.062057203,0.454531407,0.306060554,0.103434505,0.214021625,0.30214497,0.375307849,0
0.09307163,0.253941909,0.09240089,0.046825609,0.56305859,0.214471612,0.100584226,0.100575013,0.349970291,0.557630979,0.046590428,0.04999116,0.063761615,0.014791726,0.326469562,0.190863003,0.08229798,0.197007009,0.145239884,0.100576261,0.067380952,0.255376344,0.078651685,0.032537392,0.78212161,0.360341886,0.196166134,0.366236484,0.50295858,0.497804904,0
0.263960745,0.490456432,0.251054367,0.158103402,0.406698565,0.202417643,0.081012658,0.104966022,0.373143197,0.229840547,0.169673867,0.124314887,0.132756595,0.122954517,0.303634641,0.219092061,0.046338384,0.146069331,0.062421756,0.102303663,0.227777778,0.474798387,0.207557717,0.130477565,0.609055088,0.366373145,0.120047923,0.252772933,0.322485207,0.323375094,0
0.105018934,0.251037344,0.114638448,0.054487008,0.379073756,0.35929046,0.225486855,0.120648197,0.145573381,0.450569476,0.170859805,0.136735325,0.269464915,0.069296915,0.829485965,0.62745324,0.233914141,0.437204016,0.275437684,0.162589998,0.058888889,0.16969086,0.072279054,0.027814222,0.36104458,0.276765867,0.123322684,0.134147192,0.031804734,0.235678338,0
0.236225932,0.046058091,0.226593053,0.139190999,0.37103909,0.162557359,0.085491723,0.13711448,0.360665478,0.211389522,0.024819992,0.022210926,0.036953968,0.025277174,0.215735155,0.125187234,0.038232323,0.122371661,0.075133376,0.045299393,0.194047619,0.132728495,0.186315613,0.106697717,0.646140771,0.36482225,0.167891374,0.31245204,0.536242604,0.321447692,0
0.401034722,0.048962656,0.387163561,0.266380927,0.518822786,0.309978769,0.215238559,0.302038683,0.472964944,0.277220957,0.153663702,0.109794908,0.125066752,0.118853299,0.10495089,0.10089488,0.072777778,0.22731578,0.184145144,0.066097315,0.308333333,0.133064516,0.292861535,0.183777224,0.464575446,0.261084593,0.204472843,0.425880712,0.489275148,0.266088446,0
0.340764841,0.277178423,0.32443831,0.21966247,0.167193283,0.184473666,0.1969815,0.146366963,0.215092097,0.145330296,0.044387971,0.172339109,0.049770373,0.053712286,0.209702348,0.29235319,0.125176768,0.196628149,0.048939735,0.109904233,0.251190476,0.360551075,0.232433339,0.146582262,0.242061346,0.389119608,0.264217252,0.313149634,0.178254438,0.225613021,0
0.366366206,0.31120332,0.342381719,0.238521297,0.317956125,0.143757277,0.034566699,0.059644537,0.329174094,0.160592255,0.09063956,0.109596004,0.078820891,0.075927217,0.143889914,0.066415102,0.02304798,0.091191514,0.056451147,0.028094468,0.3,0.38844086,0.278886467,0.177348465,0.344046975,0.185607692,0.064816294,0.178025811,0.295118343,0.177856302,0
0.433036429,0.277178423,0.427804616,0.284489687,0.56305859,0.552427916,0.277020448,0.446105593,0.559120618,0.292027335,0.270563321,0.156426803,0.217772082,0.225826737,0.363613701,0.380208933,0.080909091,0.427732525,0.269467075,0.141273855,0.324603175,0.21202957,0.31019062,0.189385988,0.52097659,0.449776843,0.156549521,0.496337635,0.378698225,0.241781775,0
0.277828151,0.148547718,0.270608082,0.167318511,0.487225783,0.259263064,0.069498539,0.150653424,0.487225193,0.292938497,0.075391783,0.100800035,0.129872904,0.057676797,0.252280999,0.214195184,0.025707071,0.153324493,0.328980567,0.112218952,0.21468254,0.194556452,0.229023422,0.118079244,0.552653944,0.39842498,0.079193291,0.285559819,0.703772189,0.398329586,0
0.465571497,0.175103734,0.446361475,0.331208144,0.379073756,0.257653585,0.173685492,0.31014114,0.449197861,0.122551253,0.169589157,0.100623232,0.129766101,0.144485912,0.174702099,0.123842993,0.042373737,0.240197007,0.137728472,0.049583351,0.379761905,0.242943548,0.35714685,0.241931252,0.39503979,0.288828385,0.136501597,0.479246599,0.427884615,0.165970661,0
0.252226785,0.28879668,0.237175063,0.15006697,0.473684211,0.142353263,0.087439143,0.13591218,0.165775401,0.173120729,0.285811097,0.474672914,0.267115241,0.188437299,0.242558708,0.11088067,0.067222222,0.24758477,0.07802238,0.097156005,0.214285714,0.452284946,0.199843479,0.118571241,0.432125473,0.130120108,0.083546326,0.243041507,0.053994083,0.195095835,0
0.237292656,0.235684647,0.224445978,0.137315832,0.395052812,0.169543182,0.085272639,0.150287507,0.400475342,0.154897494,0.054553155,0.140028289,0.041226103,0.040109913,0.170514035,0.124419096,0.036212121,0.162947528,0.105371622,0.023948703,0.174206349,0.336021505,0.165017609,0.090789819,0.369543383,0.236959556,0.111741214,0.295640042,0.410502959,0.13320484,0
0.229292229,0.152697095,0.223985891,0.1292794,0.575697391,0.322649134,0.112828627,0.250705698,0.422459893,0.202050114,0.192206692,0.21720297,0.116842892,0.133480977,0.476491998,0.314245113,0.055227273,0.372229589,0.120587046,0.088000774,0.158333333,0.126008065,0.146011515,0.081605878,0.50629684,0.26694353,0.069241214,0.300348797,0.198224852,0.135239319,0
0.147047843,0.093775934,0.133808757,0.077685508,0.359935,0.074104513,0,0,0.500891266,0.281776765,0.073951715,0.030012376,0.049236356,0.037307414,0.215735155,0.032684257,0,0,0.254829452,0.080331108,0.106746032,0.069892473,0.090111242,0.051725269,0.403538592,0.077113956,0,0,0.569156805,0.281614734,0
0.237292656,0.315352697,0.229046852,0.13635146,0.510697842,0.258475447,0.049440117,0.097281756,0.347593583,0.313667426,0.146378653,0.342070368,0.126027982,0.099645928,0.246846488,0.144966778,0.029242424,0.180337185,0.255792454,0.090902809,0.192460317,0.495295699,0.180278383,0.104237733,0.541837287,0.261773879,0.061565495,0.223299616,0.37647929,0.275725452,0
0.315696837,0.257676349,0.306341538,0.197535494,0.308206193,0.259263064,0.119133398,0.16142185,0.426619133,0.239179954,0.087081745,0.090832744,0.099540745,0.067246305,0.180036895,0.128451819,0.038131313,0.143663573,0.221509601,0.034278568,0.259920635,0.329301075,0.261389681,0.150419837,0.463802828,0.392049077,0.166932907,0.352982211,0.733357988,0.278081165,0
0.201024055,0.218257261,0.187638985,0.113474417,0.228401192,0.10961578,0.054795521,0.041165708,0.201426025,0.114578588,0.119440915,0.194218529,0.11203674,0.074765205,0.241013113,0.14938357,0.050959596,0.106308013,0.138113673,0.050619792,0.15952381,0.29233871,0.15305495,0.083967463,0.281464884,0.163722838,0.077915335,0.119044297,0.271449704,0.133633151,0
0.262360659,0.204979253,0.263170002,0.154995982,0.564864133,0.377439901,0.090311587,0.156978568,0.555555556,0.604555809,0.241168996,0.064886846,0.241802841,0.124595005,0.421648302,0.4335945,0.070429293,0.210267096,0.418539705,0.294632616,0.207142857,0.150873656,0.200402482,0.106402519,0.550336089,0.386707105,0.075239617,0.210742937,0.429363905,0.518149695,0
0.425036002,0.37593361,0.414462081,0.292526118,0.259546809,0.333264845,0.22030185,0.186199686,0.406417112,0.297949886,0.263024142,0.342291372,0.268503685,0.223024238,0.203270679,0.44665284,0.133914141,0.289259329,0.462645172,0.292732474,0.33015873,0.451948925,0.316898653,0.204834689,0.220428031,0.387396392,0.199680511,0.293163586,0.475591716,0.395866795,0
0.397834551,0.226970954,0.384786443,0.26605947,0.424934549,0.283268269,0.206596884,0.2891793,0.394533571,0.204100228,0.10936044,0.083804809,0.145573,0.098415563,0.199082615,0.198928448,0.078636364,0.282818716,0.096319408,0.056423863,0.314285714,0.263104839,0.325283694,0.190796379,0.466893301,0.424273233,0.24784345,0.557725846,0.416050296,0.231502302,0
