'att1','att2','att3','att4','att5','att6','att7','att8','att9','att10','att11','att12','att13','att14','att15','att16','att17','att18','att19','att20','att21',outlier
0.094339623,0.412429379,0.749708964,0.555787278,0.451903808,0.82244898,0.685430464,0.793133803,0.576241135,0.296808511,0.221010902,0.299667037,0.213649852,0.346837945,0.271428571,0.315939279,0.337877313,0.424,0.174259681,0.385644769,0.156626506,1
0.54862119,0.737288136,0.685681024,0.521376434,0.53507014,0.681632653,0.720198675,0.582746479,0.615248227,0.605319149,0.445986125,0.239733629,0.472799209,0.494071146,0.519642857,0.365275142,0.52677702,0.563428571,0.383826879,0.244525547,0.583668005,1
0.439767779,0.34039548,0.449359721,0.493222106,0.463927856,0.416326531,0.418874172,0.408450704,0.320921986,0.203191489,0.418235877,0.473917869,0.611275964,0.76284585,0.640178571,0.504743833,0.559883155,0.529142857,0.630979499,0.559610706,0.385542169,1
0.23222061,0.411016949,0.479627474,0.568300313,0.380761523,0.566326531,0.655629139,0.542253521,0.383865248,0.337234043,0.25173439,0.366259711,0.398615232,0.461462451,0.558928571,0.675521822,0.440116845,0.449142857,0.514806378,0.628953771,0.508701473,1
0.631349782,0.501412429,0.445867288,0.451511992,0.553106212,0.4,0.49089404,0.39084507,0.591312057,0.245744681,0.408325074,0.622641509,0.537091988,0.590909091,0.788392857,0.614800759,0.782862707,0.572571429,0.227790433,0.279805353,0.586345382,1
0.577648766,0.638418079,0.561117579,0.555787278,0.413827655,0.502040816,0.51986755,0.267605634,0.24822695,0.114893617,0.131813677,0.533851276,0.560830861,0.601778656,0.608035714,0.661290323,0.631937683,0.605714286,0.517084282,0.422141119,0.733601071,1
0.339622642,0.508474576,1,0.578727842,0.701402806,0.819387755,0.703642384,0.768485915,0.545212766,0.361702128,0.087215064,0.328523862,0.255192878,0.334980237,0.286607143,0.309297913,0.395326193,0.390857143,0.433940774,0.452554745,0.372155288,1
0.444121916,0.540960452,0.48661234,0.496350365,0.128256513,0.095918367,0.372516556,0.367957746,0.274822695,0.262765957,0.328047572,0.38290788,0.476755687,0.614624506,0.805357143,0.760910816,0.793573515,0.612571429,0.512528474,0.701946472,0.348058902,1
0.671988389,0.52259887,0.550640279,0.690302398,0.340681363,0.494897959,0.353476821,0.411971831,0.457446809,0.136170213,0.228939544,0.479467259,0.497527201,0.4743083,0.486607143,0.419354839,0.671859786,0.580571429,0.492027335,0.515815085,0.552878179,1
0.438316401,0.703389831,0.454016298,0.496350365,0.533066132,0.558163265,0.370033113,0.289612676,0.453014184,0.414893617,0.432111001,0.523862375,0.663699308,0.62055336,0.60625,0.587286528,0.610516066,0.654857143,0.65261959,0.572992701,0.564926372,1
0.307692308,0.490112994,0.625145518,0.393117831,0.432865731,0.430612245,0.26986755,0.534330986,0.338652482,0.528723404,0.259663033,0.433962264,0.554896142,0.717391304,0.660714286,0.612903226,0.778967868,0.841142857,0.701594533,0.518248175,0.47523427,1
0.284470247,0.718926554,0.58556461,0.720542231,0.761523046,0.725510204,0.476821192,0.75528169,0.570035461,0.625531915,0.377601586,0.339622642,0.282888229,0.140316206,0.225,0.481024668,0.464459591,0.341714286,0.268792711,0.381995134,0.326639893,1
0.506531205,0.505649718,0.669383003,0.38164755,0.544088176,0.508163265,0.432119205,0.441021127,0.406914894,0.34893617,0.245787909,0.391786903,0.428288823,0.718379447,0.495535714,0.552182163,0.445959104,0.451428571,0.493166287,0.723844282,0.489959839,1
0.24383164,0.751412429,0.636786962,0.751824818,0.758517034,0.748979592,0.687913907,0.73415493,0.511524823,0.426595745,0.166501487,0.245283019,0.132542038,0.362648221,0.242857143,0.276091082,0.23466407,0.224,0.572892938,0.616788321,0.392235609,1
0.518142235,0.645480226,0.599534342,0.513034411,0.731462926,0.337755102,0.346854305,0.553697183,0.394503546,0.324468085,0.14370664,0.331853496,0.398615232,0.614624506,0.5,0.408918406,0.58909445,0.542857143,0.588838269,0.439172749,0.354752343,1
0.397677794,0.61440678,0.75669383,0.686131387,0.552104208,0.71122449,0.579470199,0.462147887,0.696808511,0.671276596,0.283448959,0.063263041,0.401582591,0.42687747,0.376785714,0.302656546,0.652385589,0.435428571,0.340546697,0.405109489,0.404283802,1
0.386066763,0.645480226,0.753201397,0.568300313,0.690380762,0.557142857,0.44205298,0.600352113,0.406914894,0.474468085,0.324083251,0.550499445,0.53115727,0.496047431,0.625892857,0.534155598,0.836416748,0.493714286,0.546697039,0.439172749,0.424364123,1
0.296081277,0.615819209,0.533178114,0.442127216,0.571142285,0.65,0.522350993,0.536091549,0.390957447,0.224468085,0.242814668,0.521642619,0.577645895,0.495059289,0.450892857,0.613851992,0.555988315,0.726857143,0.56833713,0.397810219,0.477911647,1
0.468795356,0.475988701,0.445867288,0.415015641,0.569138277,0.387755102,0.455298013,0.38556338,0.603723404,0.117021277,0.275520317,0.553829079,0.473788328,0.56027668,0.555357143,0.837760911,0.585199611,0.573714286,0.504555809,0.479318735,0.293172691,1
0.432510885,0.324858757,0.502910361,0.572471324,0.410821643,0.370408163,0.341887417,0.558978873,0.406028369,0.55,0.061446977,0.411764706,0.444114738,0.518774704,0.375892857,0.676470588,0.508276534,0.681142857,0.5523918,0.641119221,0.595716198,1
0.267053701,0.683615819,0.619324796,0.441084463,0.423847695,0.493877551,0.596854305,0.638204225,0.368794326,0.522340426,0.112983152,0.251942286,0.363006924,0.572134387,0.422321429,0.527514231,0.518013632,0.590857143,0.340546697,0.587591241,0.362784471,1
0.253991292,0.59039548,0.683352736,0.790406674,0.616232465,0.859183673,0.597682119,0.465669014,0.604609929,0.272340426,0.301288404,0.426193119,0.550939664,0.369565217,0.219642857,0.459203036,0.162609542,0.52,0.386104784,0.345498783,0.476572959,1
0.535558781,0.509887006,0.755529686,0.791449426,0.705410822,0.559183673,0.677152318,0.608274648,0.449468085,0.587234043,0.387512389,0.263041065,0.3115727,0.346837945,0.396428571,0.469639469,0.567672833,0.450285714,0.554669704,0.354014599,0.467202142,1
0.503628447,0.555084746,0.440046566,0.448383733,0.413827655,0.418367347,0.352649007,0.523767606,0.454787234,0.356382979,0.35579782,0.452830189,0.513353116,0.486166008,0.73125,0.463946869,0.609542356,0.606857143,0.866742597,0.414841849,0.672021419,1
0.259796807,0.638418079,0.654249127,0.337851929,0.457915832,0.317346939,0.29718543,0.275528169,0.322695035,0.425531915,0.386521308,0.597114317,0.702274975,0.499011858,0.690178571,0.559772296,0.426484907,0.651428571,0.658314351,0.51459854,0.382864793,1
0.388969521,0.593220339,0.408614668,0.528675704,0.584168337,0.32755102,0.232615894,0.470070423,0.401595745,0.20106383,0.260654113,0.654827969,0.605341246,0.866600791,0.845535714,0.674573055,0.798442064,0.686857143,0.4738041,0.632603406,0.285140562,1
0.358490566,0.604519774,0.594877765,0.546402503,0.829659319,0.593877551,0.67218543,0.621478873,0.515957447,0.461702128,0.349851338,0.48390677,0.49851632,0.494071146,0.2375,0.382352941,0.419668939,0.430857143,0.329157175,0.45377129,0.270414993,1
0.651669086,0.831920904,0.572759022,0.721584984,0.650300601,0.571428571,0.372516556,0.637323944,0.480496454,0.559574468,0.181367691,0.326304107,0.410484669,0.394268775,0.444642857,0.453510436,0.453748783,0.627428571,0.411161731,0.256690998,0.702811245,1
0.298984035,0.467514124,0.601862631,0.310740355,0.605210421,0.474489796,0.376655629,0.360035211,0.619680851,0.472340426,0.281466799,0.344062153,0.43620178,0.663043478,0.619642857,0.774193548,0.611489776,0.617142857,0.641230068,0.448905109,0.487282463,1
0.404934688,0.466101695,0.63096624,0.582898853,0.810621242,0.694897959,0.971854305,0.786971831,0.614361702,0.542553191,0.203171457,0.396226415,0.090999011,0.12055336,0.175,0.460151803,0.398247322,0.406857143,0.376993166,0.399026764,0.589022758,1
0.583454282,0.495762712,0.520372526,0.318039625,0.573146293,0.447959184,0.307119205,0.247359155,0.381205674,0.296808511,0.239841427,0.4572697,0.630069238,0.657114625,0.747321429,0.79316888,0.82473223,0.654857143,0.616173121,0.434306569,0.247657296,1
0.20754717,0.418079096,0.636786962,0.599582899,0.674348697,0.469387755,0.389900662,0.585387324,0.434397163,0.45,0.158572844,0.449500555,0.415430267,0.494071146,0.542857143,0.577798861,0.613437196,0.469714286,0.503416856,0.680048662,0.550200803,1
0.240928882,0.261299435,0.017462165,0.459854015,0.45991984,0.165306122,0.304635762,0.355633803,0.318262411,0.286170213,0.24876115,0.451720311,0.806132542,0.831027668,0.773214286,0.628083491,0.70593963,0.682285714,0.485193622,0.699513382,0.294511379,1
0.515239478,0.282485876,0.664726426,0.433785193,0.562124248,0.406122449,0.39486755,0.533450704,0.438829787,0.489361702,0.205153617,0.3618202,0.541048467,0.570158103,0.551785714,0.677419355,0.600778968,0.786285714,0.528473804,0.486618005,0.551539491,1
0.410740203,0.720338983,0.530849825,0.407716371,0.562124248,0.656122449,0.645695364,0.500880282,0.640070922,0.164893617,0.17839445,0.394006659,0.43818002,0.639328063,0.453571429,0.583491461,0.722492697,0.553142857,0.563781321,0.239659367,0.701472557,1
0.352685051,0.351694915,0.632130384,0.359749739,0.462925852,0.493877551,0.360099338,0.536971831,0.366134752,0.378723404,0.298315164,0.270810211,0.514342235,0.454545455,0.63125,0.689753321,0.720545278,0.606857143,0.561503417,0.611922141,0.369477912,1
0.561683599,0.576271186,0.613504075,0.613138686,0.776553106,0.767346939,0.553807947,0.802816901,0.590425532,0.455319149,0.399405352,0.250832408,0.228486647,0.295454545,0.43125,0.252371917,0.397273612,0.357714286,0.601366743,0.369829684,0.404283802,1
0.346879536,0.422316384,0.582072177,0.520333681,0.487975952,0.484693878,0.531456954,0.61971831,0.57358156,0.509574468,0.277502478,0.573806881,0.46983185,0.62055336,0.494642857,0.39373814,0.419668939,0.579428571,0.406605923,0.372262774,0.331994645,1
0.529753266,0.418079096,0.583236321,0.404588113,0.418837675,0.182653061,0.245860927,0.294894366,0.257092199,0.256382979,0.317145689,0.396226415,0.65776459,0.800395257,0.698214286,0.756166983,0.656280428,0.890285714,0.653758542,0.835766423,0.259705489,1
0.541364296,0.625706215,0.746216531,0.652763295,0.75751503,0.781632653,0.558774834,0.691021127,0.429964539,0.55,0.263627354,0.3618202,0.389713155,0.481225296,0.270535714,0.423149905,0.456669912,0.324571429,0.267653759,0.479318735,0.508701473,1
0.380261248,0.596045198,0.608847497,0.773722628,0.556112224,0.575510204,0.507450331,0.547535211,0.409574468,0.293617021,0.110009911,0.199778024,0.299703264,0.391304348,0.45625,0.525616698,0.463485881,0.489142857,0.419134396,0.591240876,0.609103079,1
0.599419448,0.461864407,0.725261932,0.460896767,0.355711423,0.501020408,0.450331126,0.349471831,0.425531915,0.311702128,0.164519326,0.453940067,0.675568744,0.684782609,0.691071429,0.665085389,0.622200584,0.649142857,0.424829157,0.633819951,0.207496653,1
0.526850508,0.275423729,0.603026775,0.406673618,0.471943888,0.410204082,0.313741722,0.523767606,0.351950355,0.436170213,0.206144698,0.576026637,0.396636993,0.624505929,0.417857143,0.395635674,0.64654333,0.739428571,0.365603645,0.452554745,0.429718876,1
0.500725689,0.59039548,0.713620489,0.466110532,0.562124248,0.45,0.624172185,0.664612676,0.671099291,0.329787234,0.192269574,0.635960044,0.314540059,0.216403162,0.48125,0.489563567,0.372930867,0.569142857,0.435079727,0.535279805,0.605087015,1
0.629898403,0.538135593,0.607683353,0.711157456,0.743486974,0.626530612,0.648178808,0.727112676,0.515070922,0.436170213,0.175421209,0.6381798,0.503461919,0.399209486,0.314285714,0.40512334,0.424537488,0.448,0.166287016,0.581508516,0.452476573,1
0.339622642,0.574858757,0.461001164,0.438998957,0.333667335,0.243877551,0.311258278,0.485035211,0.29964539,0.275531915,0.100099108,0.374028857,0.536102868,0.778656126,0.8,0.841555977,0.652385589,0.806857143,0.588838269,0.53892944,0.191432396,1
0.332365747,0.546610169,0.542491269,0.553701773,0.409819639,0.495918367,0.507450331,0.446302817,0.364361702,0.244680851,0.24975223,0.239733629,0.450049456,0.545454545,0.592857143,0.634724858,0.650438169,0.505142857,0.427107062,0.53892944,0.449799197,1
0.336719884,0.36440678,0.789289872,0.544316997,0.49498998,0.354081633,0.354304636,0.492957746,0.585992908,0.420212766,0.203171457,0.53718091,0.604352127,0.35770751,0.464285714,0.670777989,0.680623174,0.544,0.725512528,0.53649635,0.746987952,1
0.294629898,0.539548023,0.543655413,0.394160584,0.389779559,0.441836735,0.39486755,0.383802817,0.171985816,0.35212766,0.39444995,0.487236404,0.579624135,0.568181818,0.540178571,0.55028463,0.622200584,0.636571429,0.432801822,0.401459854,0.449799197,1
0.32946299,0.375706215,0.516880093,0.686131387,0.53507014,0.456122449,0.648178808,0.664612676,0.502659574,0.45,0.368681863,0.443951165,0.268051434,0.34486166,0.326785714,0.467741935,0.47322298,0.517714286,0.469248292,0.425790754,0.709504685,1
0.621190131,0.505649718,0.507566938,0.460896767,0.404809619,0.334693878,0.425496689,0.615316901,0.455673759,0.196808511,0.258671952,0.61154273,0.616221563,0.649209486,0.69375,0.602466793,0.76728335,0.659428571,0.466970387,0.658150852,0.499330656,1
0.526850508,0.86440678,0.70314319,0.617309698,0.649298597,0.735714286,0.658940397,0.725352113,0.688829787,0.415957447,0.303270565,0.208657048,0.352126607,0.283596838,0.183035714,0.29316888,0.379746835,0.499428571,0.492027335,0.501216545,0.28647925,1
0.375907112,0.405367232,0.305005821,0.613138686,0.420841683,0.430612245,0.518211921,0.251760563,0.490248227,0.382978723,0.290386521,0.469478357,0.671612265,0.673913043,0.736607143,0.546489564,0.754625122,0.706285714,0.616173121,0.46836983,0.373493976,1
0.676342525,0.507062147,0.555296857,0.763295099,0.71242485,0.618367347,0.760761589,0.430457746,0.483156028,0.489361702,0.298315164,0.336293008,0.351137488,0.56027668,0.433035714,0.515180266,0.499513145,0.352,0.534168565,0.51703163,0.602409639,1
0.696661829,0.468926554,0.650756694,0.671532847,0.679358717,0.734693878,0.652317881,0.677816901,0.602836879,0.45106383,0.110009911,0.433962264,0.237388724,0.311264822,0.139285714,0.355787476,0.447906524,0.317714286,0.497722096,0.249391727,0.554216867,1
0.605224964,0.347457627,0.74854482,0.846715328,0.516032064,0.712244898,0.576986755,0.610035211,0.568262411,0.44787234,0.378592666,0.331853496,0.424332344,0.124505929,0.263392857,0.441176471,0.392405063,0.181714286,0.388382688,0.587591241,0.52476573,1
0.197387518,0.748587571,0.583236321,0.788321168,0.825651303,0.830612245,0.654801325,0.788732394,0.57535461,0.494680851,0.414271556,0.31409545,0.265084075,0.089920949,0.199107143,0.353889943,0.35443038,0.433142857,0.461275626,0.527980535,0.457831325,1
0.3904209,0.468926554,0.67636787,0.832116788,0.812625251,0.736734694,0.730960265,0.717429577,0.530141844,0.441489362,0.502477701,0.190899001,0.209693373,0.192687747,0.283035714,0.231499051,0.485881207,0.316571429,0.563781321,0.273722628,0.385542169,1
0.576197388,0.467514124,0.523864959,0.488008342,0.323647295,0.255102041,0.484271523,0.411091549,0.383865248,0.318085106,0.212091179,0.504994451,0.559841741,0.550395257,0.609821429,0.759962049,0.842259007,0.642285714,0.676537585,0.417274939,0.449799197,1
0.374455733,0.460451977,0.500582072,0.569343066,0.399799599,0.473469388,0.43294702,0.327464789,0.464539007,0.307446809,0.258671952,0.446170921,0.40652819,0.53458498,0.640178571,0.686907021,0.779941577,0.626285714,0.58428246,0.765206813,0.330655957,1
0.626995646,0.566384181,0.867287544,0.743482795,0.5,0.628571429,0.77897351,0.753521127,0.716312057,0.437234043,0.269573835,0.170921199,0.246290801,0.351778656,0.273214286,0.318785579,0.310613437,0.505142857,0.451025057,0.572992701,0.611780455,1
0.685050798,0.475988701,0.63911525,0.801876955,0.643286573,0.803061224,0.668874172,0.650528169,0.543439716,0.546808511,0.181367691,0.432852386,0.350148368,0.466403162,0.389285714,0.395635674,0.273612463,0.561142857,0.335990888,0.545012165,0.413654618,1
0.249637155,0.238700565,0.285215367,0.371220021,0.408817635,0.508163265,0.345198675,0.32834507,0.281914894,0.282978723,0.209117939,0.644839068,0.544015826,1,0.63125,0.582542694,0.845180136,0.744,0.535307517,0.46350365,0.388219545,0
0.328011611,0.802259887,0.559953434,0.617309698,0.579158317,0.613265306,0.731788079,0.710387324,0.562943262,0.424468085,0.380574827,0.357380688,0.380811078,0.420948617,0.389285714,0.15654649,0.427458617,0.525714286,0.601366743,0.50729927,0.787148594,0
0.552975327,0.5,0.743888242,0.398331595,0.461923848,0.537755102,0.47102649,0.789612676,0.782801418,0.703191489,0.562933598,0.628190899,0.513353116,0.372529644,0.332142857,0.417457306,0.450827653,0.201142857,0.722095672,0.290754258,0.613119143,0
0.596516691,0.511299435,0.535506403,0.338894682,0.615230461,0.383673469,0.497516556,0.667253521,0.773049645,0.563829787,0.579781962,0.710321865,0.683481701,0.416007905,0.375892857,0.303605313,0.329113924,0.379428571,0.374715262,0.336982968,0.372155288,0
0.428156749,0.56779661,0.642607683,0.430656934,0.220440882,0.367346939,0.407284768,0.446302817,0.559397163,0.694680851,0.652130823,0.655937847,0.741839763,0.511857708,0.433035714,0.632827324,0.251217137,0.443428571,0.502277904,0.215328467,0.515394913,0
0.554426705,0.610169492,0.413271246,0.55265902,0.432865731,0.557142857,0.578642384,0.568661972,0.637411348,0.741489362,0.910802775,0.543840178,0.677546983,0.4743083,0.257142857,0.435483871,0.416747809,0.44,0.404328018,0.405109489,0.552878179,0
0.396226415,0.330508475,0.351571595,0.436913452,0.156312625,0.119387755,0.43294702,0.375880282,0.45212766,0.403191489,0.461843409,0.612652608,0.528189911,0.658102767,0.658035714,0.477229602,0.456669912,0.289142857,0.24715262,0.484184915,0.362784471,0
0.267053701,0.298022599,0.385331781,0.400417101,0.401803607,0.326530612,0.294701987,0.499119718,0.445035461,0.374468085,0.490584737,0.809100999,0.59347181,0.653162055,0.561607143,0.716318786,0.656280428,0.537142857,0.728929385,0.4513382,0.447121821,0
